"coalition","slot","assignment"
"PAN/PRI/PRD",1360,"control2"
"PAN/PRI/PRD",1361,"T4"
"PAN/PRI/PRD",1362,"T1"
"PAN/PRI/PRD",1363,"control2"
"PAN/PRI/PRD",1364,"T4"
"PAN/PRI/PRD",1365,"T2"
"PAN/PRI/PRD",1366,"control"
"PAN/PRI/PRD",1367,"T2"
"PAN/PRI/PRD",1368,"control"
"PAN/PRI/PRD",1369,"T3"
"PAN/PRI/PRD",1370,"T3"
"PAN/PRI/PRD",1371,"T3"
"PAN/PRI/PRD",1372,"control"
"PAN/PRI/PRD",1373,"T2"
"PAN/PRI/PRD",1374,"T4"
"PAN/PRI/PRD",1375,"control2"
"PAN/PRI/PRD",1376,"T1"
"PAN/PRI/PRD",1377,"control"
"PAN/PRI/PRD",1378,"T3"
"PAN/PRI/PRD",1379,"T2"
"PAN/PRI/PRD",1380,"T4"
"PAN/PRI/PRD",1381,"T3"
"PAN/PRI/PRD",1382,"control"
"PAN/PRI/PRD",1383,"T2"
"PAN/PRI/PRD",1384,"T1"
"PAN/PRI/PRD",1385,"T4"
"PAN/PRI/PRD",1386,"control2"
"PAN/PRI/PRD",1387,"T4"
"PAN/PRI/PRD",1388,"control"
"PAN/PRI/PRD",1389,"T3"
"PAN/PRI/PRD",1390,"T2"
"PAN/PRI/PRD",1391,"control2"
"PAN/PRI/PRD",1392,"T4"
"PAN/PRI/PRD",1393,"T3"
"PAN/PRI/PRD",1394,"T3"
"PAN/PRI/PRD",1395,"T4"
"PAN/PRI/PRD",1396,"control"
"PAN/PRI/PRD",1397,"control"
"PAN/PRI/PRD",1398,"T2"
"PAN/PRI/PRD",1399,"T1"
"PAN/PRI/PRD",1400,"T2"
"PAN/PRI/PRD",1401,"T4"
"PAN/PRI/PRD",1402,"control"
"PAN/PRI/PRD",1403,"T2"
"PAN/PRI/PRD",1404,"control"
"PAN/PRI/PRD",1405,"T3"
"PAN/PRI/PRD",1406,"T1"
"PAN/PRI/PRD",1407,"T2"
"PAN/PRI/PRD",1408,"control2"
"PAN/PRI/PRD",1409,"T3"
"PAN/PRI/PRD",1410,"T4"
"PAN/PRI/PRD",1411,"T4"
"PAN/PRI/PRD",1412,"T3"
"PAN/PRI/PRD",1413,"control"
"PAN/PRI/PRD",1414,"control"
"PAN/PRI/PRD",1415,"T2"
"PAN/PRI/PRD",1416,"T3"
"PAN/PRI/PRD",1417,"T2"
"PAN/PRI/PRD",1418,"T1"
"PAN/PRI/PRD",1419,"control2"
"PAN/PRI/PRD",1420,"T4"
"PAN/PRI/PRD",1421,"T4"
"PAN/PRI/PRD",1422,"T1"
"PAN/PRI/PRD",1423,"control2"
"PAN/PRI/PRD",1424,"T3"
"PAN/PRI/PRD",1425,"T2"
"PAN/PRI/PRD",1426,"T3"
"PAN/PRI/PRD",1427,"T4"
"PAN/PRI/PRD",1428,"control"
"PAN/PRI/PRD",1429,"control"
"PAN/PRI/PRD",1430,"T2"
"PAN/PRI/PRD",1431,"T3"
"PAN/PRI/PRD",1432,"control"
"PAN/PRI/PRD",1433,"T4"
"PAN/PRI/PRD",1434,"T2"
"PAN/PRI/PRD",1435,"control2"
"PAN/PRI/PRD",1436,"T4"
"PAN/PRI/PRD",1437,"T3"
"PAN/PRI/PRD",1438,"T2"
"PAN/PRI/PRD",1439,"control"
"PAN/PRI/PRD",1440,"T1"
"PAN/PRI/PRD",1441,"control2"
"PAN/PRI/PRD",1442,"control"
"PAN/PRI/PRD",1443,"T3"
"PAN/PRI/PRD",1444,"T3"
"PAN/PRI/PRD",1445,"control"
"PAN/PRI/PRD",1446,"T4"
"PAN/PRI/PRD",1447,"T2"
"PAN/PRI/PRD",1448,"T1"
"PAN/PRI/PRD",1449,"T4"
"PAN/PRI/PRD",1450,"T2"
"PAN/PRI/PRD",1451,"T1"
"PAN/PRI/PRD",1452,"control"
"PAN/PRI/PRD",1453,"T3"
"PAN/PRI/PRD",1454,"T4"
"PAN/PRI/PRD",1455,"control"
"PAN/PRI/PRD",1456,"T3"
"PAN/PRI/PRD",1457,"T2"
"PAN/PRI/PRD",1458,"T4"
"PAN/PRI/PRD",1459,"control2"
"PAN/PRI/PRD",1460,"T2"
"PAN/PRI/PRD",1461,"T3"
"PAN/PRI/PRD",1462,"control"
"PAN/PRI/PRD",1463,"T2"
"PAN/PRI/PRD",1464,"T1"
"PAN/PRI/PRD",1465,"control"
"PAN/PRI/PRD",1466,"T4"
"PAN/PRI/PRD",1467,"control2"
"PAN/PRI/PRD",1468,"T4"
"PAN/PRI/PRD",1469,"T3"
"PAN/PRI/PRD",1470,"T2"
"PAN/PRI/PRD",1471,"T2"
"PAN/PRI/PRD",1472,"T2"
"PAN/PRI/PRD",1473,"T3"
"PAN/PRI/PRD",1474,"T3"
"PAN/PRI/PRD",1475,"control2"
"PAN/PRI/PRD",1476,"T4"
"PAN/PRI/PRD",1477,"control"
"PAN/PRI/PRD",1478,"control"
"PAN/PRI/PRD",1479,"T1"
"PAN/PRI/PRD",1480,"T4"
"PAN/PRI/PRD",1481,"T3"
"PAN/PRI/PRD",1482,"control"
"PAN/PRI/PRD",1483,"control"
"PAN/PRI/PRD",1484,"T2"
"PAN/PRI/PRD",1485,"T3"
"PAN/PRI/PRD",1486,"T1"
"PAN/PRI/PRD",1487,"T4"
"PAN/PRI/PRD",1488,"control2"
"PAN/PRI/PRD",1489,"T2"
"PAN/PRI/PRD",1490,"T4"
"PAN/PRI/PRD",1491,"T3"
"PAN/PRI/PRD",1492,"control"
"PAN/PRI/PRD",1493,"T4"
"PAN/PRI/PRD",1494,"control2"
"PAN/PRI/PRD",1495,"T2"
"PAN/PRI/PRD",1496,"T2"
"PAN/PRI/PRD",1497,"T4"
"PAN/PRI/PRD",1498,"T3"
"PAN/PRI/PRD",1499,"T1"
"PAN/PRI/PRD",1500,"control"
"PAN/PRI/PRD",1501,"T4"
"PAN/PRI/PRD",1502,"control2"
"PAN/PRI/PRD",1503,"T1"
"PAN/PRI/PRD",1504,"control"
"PAN/PRI/PRD",1505,"T4"
"PAN/PRI/PRD",1506,"T2"
"PAN/PRI/PRD",1507,"control"
"PAN/PRI/PRD",1508,"T2"
"PAN/PRI/PRD",1509,"T3"
"PAN/PRI/PRD",1510,"T3"
"PAN/PRI/PRD",1511,"T1"
"PAN/PRI/PRD",1512,"T4"
"PAN/PRI/PRD",1513,"T3"
"PAN/PRI/PRD",1514,"T4"
"PAN/PRI/PRD",1515,"control"
"PAN/PRI/PRD",1516,"T3"
"PAN/PRI/PRD",1517,"T2"
"PAN/PRI/PRD",1518,"control"
"PAN/PRI/PRD",1519,"T2"
"PAN/PRI/PRD",1520,"control2"
"PAN/PRI/PRD",1521,"T4"
"PAN/PRI/PRD",1522,"T4"
"PAN/PRI/PRD",1523,"control"
"PAN/PRI/PRD",1524,"T3"
"PAN/PRI/PRD",1525,"T2"
"PAN/PRI/PRD",1526,"T2"
"PAN/PRI/PRD",1527,"control"
"PAN/PRI/PRD",1528,"control2"
"PAN/PRI/PRD",1529,"T3"
"PAN/PRI/PRD",1530,"T1"
"PAN/PRI/PRD",1531,"control"
"PAN/PRI/PRD",1532,"control2"
"PAN/PRI/PRD",1533,"T2"
"PAN/PRI/PRD",1534,"T3"
"PAN/PRI/PRD",1535,"T4"
"PAN/PRI/PRD",1536,"T1"
"PAN/PRI/PRD",1537,"control"
"PAN/PRI/PRD",1538,"T2"
"PAN/PRI/PRD",1539,"T4"
"PAN/PRI/PRD",1540,"T3"
"PAN/PRI/PRD",1541,"T4"
"PAN/PRI/PRD",1542,"control"
"PAN/PRI/PRD",1543,"T4"
"PAN/PRI/PRD",1544,"T2"
"PAN/PRI/PRD",1545,"control2"
"PAN/PRI/PRD",1546,"T3"
"PAN/PRI/PRD",1547,"T2"
"PAN/PRI/PRD",1548,"T3"
"PAN/PRI/PRD",1549,"control"
"PAN/PRI/PRD",1550,"T1"
"PAN/PRI/PRD",1551,"control"
"PAN/PRI/PRD",1552,"control"
"PAN/PRI/PRD",1553,"control2"
"PAN/PRI/PRD",1554,"T1"
"PAN/PRI/PRD",1555,"T2"
"PAN/PRI/PRD",1556,"T2"
"PAN/PRI/PRD",1557,"T3"
"PAN/PRI/PRD",1558,"T4"
"PAN/PRI/PRD",1559,"T3"
"PAN/PRI/PRD",1560,"T4"
"PAN/PRI/PRD",1561,"T2"
"PAN/PRI/PRD",1562,"control"
"PAN/PRI/PRD",1563,"T4"
"PAN/PRI/PRD",1564,"T3"
"PAN/PRI/PRD",1565,"T2"
"PAN/PRI/PRD",1566,"T3"
"PAN/PRI/PRD",1567,"control"
"PAN/PRI/PRD",1568,"control2"
"PAN/PRI/PRD",1569,"T4"
"PAN/PRI/PRD",1570,"T1"
"PAN/PRI/PRD",1571,"control"
"PAN/PRI/PRD",1572,"T3"
"PAN/PRI/PRD",1573,"T2"
"PAN/PRI/PRD",1574,"control"
"PAN/PRI/PRD",1575,"T4"
"PAN/PRI/PRD",1576,"T4"
"PAN/PRI/PRD",1577,"T1"
"PAN/PRI/PRD",1578,"T3"
"PAN/PRI/PRD",1579,"control2"
"PAN/PRI/PRD",1580,"T2"
"PAN/PRI/PRD",1581,"T2"
"PAN/PRI/PRD",1582,"T3"
"PAN/PRI/PRD",1583,"T1"
"PAN/PRI/PRD",1584,"T4"
"PAN/PRI/PRD",1585,"T2"
"PAN/PRI/PRD",1586,"control"
"PAN/PRI/PRD",1587,"control2"
"PAN/PRI/PRD",1588,"T3"
"PAN/PRI/PRD",1589,"T4"
"PAN/PRI/PRD",1590,"control"
"PAN/PRI/PRD",1591,"control2"
"PAN/PRI/PRD",1592,"control"
"PAN/PRI/PRD",1593,"T2"
"PAN/PRI/PRD",1594,"T3"
"PAN/PRI/PRD",1595,"T2"
"PAN/PRI/PRD",1596,"T3"
"PAN/PRI/PRD",1597,"T4"
"PAN/PRI/PRD",1598,"T1"
"PAN/PRI/PRD",1599,"control"
"PAN/PRI/PRD",1600,"T4"
"PAN/PRI/PRD",1601,"control2"
"PAN/PRI/PRD",1602,"T2"
"PAN/PRI/PRD",1603,"control"
"PAN/PRI/PRD",1604,"control"
"PAN/PRI/PRD",1605,"T4"
"PAN/PRI/PRD",1606,"T3"
"PAN/PRI/PRD",1607,"T1"
"PAN/PRI/PRD",1608,"T4"
"PAN/PRI/PRD",1609,"T2"
"PAN/PRI/PRD",1610,"T3"
"PAN/PRI/PRD",1611,"T4"
"PAN/PRI/PRD",1612,"T3"
"PAN/PRI/PRD",1613,"T3"
"PAN/PRI/PRD",1614,"T1"
"PAN/PRI/PRD",1615,"T2"
"PAN/PRI/PRD",1616,"T4"
"PAN/PRI/PRD",1617,"T2"
"PAN/PRI/PRD",1618,"control"
"PAN/PRI/PRD",1619,"control2"
"PAN/PRI/PRD",1620,"control"
"PAN/PRI/PRD",1621,"control"
"PAN/PRI/PRD",1622,"T2"
"PAN/PRI/PRD",1623,"T4"
"PAN/PRI/PRD",1624,"control"
"PAN/PRI/PRD",1625,"T3"
"PAN/PRI/PRD",1626,"T1"
"PAN/PRI/PRD",1627,"control2"
"PAN/PRI/PRD",1628,"T2"
"PAN/PRI/PRD",1629,"T4"
"PAN/PRI/PRD",1630,"T3"
"PAN/PRI/PRD",1631,"T4"
"PAN/PRI/PRD",1632,"control"
"PAN/PRI/PRD",1633,"control"
"PAN/PRI/PRD",1634,"T3"
"PAN/PRI/PRD",1635,"T3"
"PAN/PRI/PRD",1636,"T4"
"PAN/PRI/PRD",1637,"T2"
"PAN/PRI/PRD",1638,"T1"
"PAN/PRI/PRD",1639,"control2"
"PAN/PRI/PRD",1640,"T2"
"PAN/PRI/PRD",1641,"T4"
"PAN/PRI/PRD",1642,"control"
"PAN/PRI/PRD",1643,"control"
"PAN/PRI/PRD",1644,"control2"
"PAN/PRI/PRD",1645,"T2"
"PAN/PRI/PRD",1646,"T4"
"PAN/PRI/PRD",1647,"T2"
"PAN/PRI/PRD",1648,"T3"
"PAN/PRI/PRD",1649,"T1"
"PAN/PRI/PRD",1650,"T3"
"PAN/PRI/PRD",1651,"control"
"PAN/PRI/PRD",1652,"control2"
"PAN/PRI/PRD",1653,"T1"
"PAN/PRI/PRD",1654,"T2"
"PAN/PRI/PRD",1655,"control"
"PAN/PRI/PRD",1656,"T3"
"PAN/PRI/PRD",1657,"T3"
"PAN/PRI/PRD",1658,"T2"
"PAN/PRI/PRD",1659,"T4"
"PAN/PRI/PRD",1660,"T4"
"PAN/PRI/PRD",1661,"T4"
"PAN/PRI/PRD",1662,"T3"
"PAN/PRI/PRD",1663,"control2"
"PAN/PRI/PRD",1664,"control"
"PAN/PRI/PRD",1665,"T4"
"PAN/PRI/PRD",1666,"T3"
"PAN/PRI/PRD",1667,"T1"
"PAN/PRI/PRD",1668,"control"
"PAN/PRI/PRD",1669,"T2"
"PAN/PRI/PRD",1670,"T2"
"PAN/PRI/PRD",1671,"control"
"PAN/PRI/PRD",1672,"T3"
"PAN/PRI/PRD",1673,"control2"
"PAN/PRI/PRD",1674,"T4"
"PAN/PRI/PRD",1675,"control"
"PAN/PRI/PRD",1676,"T2"
"PAN/PRI/PRD",1677,"T2"
"PAN/PRI/PRD",1678,"T3"
"PAN/PRI/PRD",1679,"T4"
"PAN/PRI/PRD",1680,"T1"
"PAN/PRI/PRD",1681,"control"
"PAN/PRI/PRD",1682,"control2"
"PAN/PRI/PRD",1683,"T3"
"PAN/PRI/PRD",1684,"T3"
"PAN/PRI/PRD",1685,"T4"
"PAN/PRI/PRD",1686,"T2"
"PAN/PRI/PRD",1687,"control"
"PAN/PRI/PRD",1688,"T2"
"PAN/PRI/PRD",1689,"T1"
"PAN/PRI/PRD",1690,"T4"
"PAN/PRI/PRD",1691,"T2"
"PAN/PRI/PRD",1692,"T4"
"PAN/PRI/PRD",1693,"T4"
"PAN/PRI/PRD",1694,"T2"
"PAN/PRI/PRD",1695,"T3"
"PAN/PRI/PRD",1696,"T1"
"PAN/PRI/PRD",1697,"control"
"PAN/PRI/PRD",1698,"T3"
"PAN/PRI/PRD",1699,"control"
"PAN/PRI/PRD",1700,"control2"
"PAN/PRI/PRD",1701,"T2"
"PAN/PRI/PRD",1702,"T4"
"PAN/PRI/PRD",1703,"T3"
"PAN/PRI/PRD",1704,"control"
"PAN/PRI/PRD",1705,"T4"
"PAN/PRI/PRD",1706,"T2"
"PAN/PRI/PRD",1707,"T3"
"PAN/PRI/PRD",1708,"control2"
"PAN/PRI/PRD",1709,"T1"
"PAN/PRI/PRD",1710,"control"
"PAN/PRI/PRD",1711,"T4"
"PAN/PRI/PRD",1712,"T2"
"PAN/PRI/PRD",1713,"T3"
"PAN/PRI/PRD",1714,"T1"
"PAN/PRI/PRD",1715,"T4"
"PAN/PRI/PRD",1716,"T2"
"PAN/PRI/PRD",1717,"control"
"PAN/PRI/PRD",1718,"control"
"PAN/PRI/PRD",1719,"control2"
"PAN/PRI/PRD",1720,"T3"
"PAN/PRI/PRD",1721,"control"
"PAN/PRI/PRD",1722,"T4"
"PAN/PRI/PRD",1723,"T3"
"PAN/PRI/PRD",1724,"T2"
"PAN/PRI/PRD",1725,"T2"
"PAN/PRI/PRD",1726,"T4"
"PAN/PRI/PRD",1727,"control2"
"PAN/PRI/PRD",1728,"T3"
"PAN/PRI/PRD",1729,"T1"
"PAN/PRI/PRD",1730,"control"
"PAN/PRI/PRD",1731,"T4"
"PAN/PRI/PRD",1732,"T3"
"PAN/PRI/PRD",1733,"T2"
"PAN/PRI/PRD",1734,"control"
"PAN/PRI/PRD",1735,"T4"
"PAN/PRI/PRD",1736,"control"
"PAN/PRI/PRD",1737,"T3"
"PAN/PRI/PRD",1738,"control2"
"PAN/PRI/PRD",1739,"T2"
"PAN/PRI/PRD",1740,"T1"
"PAN/PRI/PRD",1741,"control"
"PAN/PRI/PRD",1742,"T3"
"PAN/PRI/PRD",1743,"control2"
"PAN/PRI/PRD",1744,"T2"
"PAN/PRI/PRD",1745,"T2"
"PAN/PRI/PRD",1746,"T4"
"PAN/PRI/PRD",1747,"T4"
"PAN/PRI/PRD",1748,"T1"
"PAN/PRI/PRD",1749,"T3"
"PAN/PRI/PRD",1750,"control"
"PAN/PRI/PRD",1751,"control"
"PAN/PRI/PRD",1752,"T1"
"PAN/PRI/PRD",1753,"T4"
"PAN/PRI/PRD",1754,"T2"
"PAN/PRI/PRD",1755,"control"
"PAN/PRI/PRD",1756,"T3"
"PAN/PRI/PRD",1757,"T2"
"PAN/PRI/PRD",1758,"control2"
"PAN/PRI/PRD",1759,"T4"
"PAN/PRI/PRD",1760,"T3"
"PAN/PRI/PRD",1761,"T4"
"PAN/PRI/PRD",1762,"control"
"PAN/PRI/PRD",1763,"T3"
"PAN/PRI/PRD",1764,"control"
"PAN/PRI/PRD",1765,"T1"
"PAN/PRI/PRD",1766,"T3"
"PAN/PRI/PRD",1767,"T2"
"PAN/PRI/PRD",1768,"control2"
"PAN/PRI/PRD",1769,"T2"
"PAN/PRI/PRD",1770,"T4"
"PAN/PRI/PRD",1771,"T1"
"PAN/PRI/PRD",1772,"T2"
"PAN/PRI/PRD",1773,"T4"
"PAN/PRI/PRD",1774,"T2"
"PAN/PRI/PRD",1775,"control"
"PAN/PRI/PRD",1776,"T4"
"PAN/PRI/PRD",1777,"control2"
"PAN/PRI/PRD",1778,"T3"
"PAN/PRI/PRD",1779,"T3"
"PAN/PRI/PRD",1780,"control"
"PAN/PRI/PRD",1781,"control2"
"PAN/PRI/PRD",1782,"control"
"PAN/PRI/PRD",1783,"T2"
"PAN/PRI/PRD",1784,"T4"
"PAN/PRI/PRD",1785,"control"
"PAN/PRI/PRD",1786,"T1"
"PAN/PRI/PRD",1787,"T3"
"PAN/PRI/PRD",1788,"T3"
"PAN/PRI/PRD",1789,"T4"
"PAN/PRI/PRD",1790,"T2"
"PAN/PRI/PRD",1791,"control"
"PAN/PRI/PRD",1792,"T2"
"PAN/PRI/PRD",1793,"T1"
"PAN/PRI/PRD",1794,"T4"
"PAN/PRI/PRD",1795,"T3"
"PAN/PRI/PRD",1796,"T4"
"PAN/PRI/PRD",1797,"control2"
"PAN/PRI/PRD",1798,"T3"
"PAN/PRI/PRD",1799,"control"
"PAN/PRI/PRD",1800,"T2"
"PAN/PRI/PRD",1801,"T3"
"PAN/PRI/PRD",1802,"T1"
"PAN/PRI/PRD",1803,"T3"
"PAN/PRI/PRD",1804,"control"
"PAN/PRI/PRD",1805,"T2"
"PAN/PRI/PRD",1806,"T4"
"PAN/PRI/PRD",1807,"control2"
"PAN/PRI/PRD",1808,"T4"
"PAN/PRI/PRD",1809,"T2"
"PAN/PRI/PRD",1810,"control"
"PAN/PRI/PRD",1811,"T3"
"PAN/PRI/PRD",1812,"T4"
"PAN/PRI/PRD",1813,"T2"
"PAN/PRI/PRD",1814,"control2"
"PAN/PRI/PRD",1815,"T1"
"PAN/PRI/PRD",1816,"T3"
"PAN/PRI/PRD",1817,"control"
"PAN/PRI/PRD",1818,"control"
"PAN/PRI/PRD",1819,"T4"
"PAN/PRI/PRD",1820,"T2"
"PAN/PRI/PRD",1821,"control"
"PAN/PRI/PRD",1822,"T4"
"PAN/PRI/PRD",1823,"T4"
"PAN/PRI/PRD",1824,"control2"
"PAN/PRI/PRD",1825,"control"
"PAN/PRI/PRD",1826,"T3"
"PAN/PRI/PRD",1827,"T1"
"PAN/PRI/PRD",1828,"T2"
"PAN/PRI/PRD",1829,"T2"
"PAN/PRI/PRD",1830,"T3"
"PAN/PRI/PRD",1831,"T4"
"PAN/PRI/PRD",1832,"control"
"PAN/PRI/PRD",1833,"T3"
"PAN/PRI/PRD",1834,"T3"
"PAN/PRI/PRD",1835,"T4"
"PAN/PRI/PRD",1836,"T2"
"PAN/PRI/PRD",1837,"T1"
"PAN/PRI/PRD",1838,"control"
"PAN/PRI/PRD",1839,"control2"
"PAN/PRI/PRD",1840,"T2"
"PAN/PRI/PRD",1841,"control2"
"PAN/PRI/PRD",1842,"T2"
"PAN/PRI/PRD",1843,"T1"
"PAN/PRI/PRD",1844,"T3"
"PAN/PRI/PRD",1845,"control"
"PAN/PRI/PRD",1846,"T3"
"PAN/PRI/PRD",1847,"T4"
"PAN/PRI/PRD",1848,"control"
"PAN/PRI/PRD",1849,"T4"
"PAN/PRI/PRD",1850,"T2"
"PAN/PRI/PRD",1851,"T4"
"PAN/PRI/PRD",1852,"T4"
"PAN/PRI/PRD",1853,"T3"
"PAN/PRI/PRD",1854,"control2"
"PAN/PRI/PRD",1855,"control"
"PAN/PRI/PRD",1856,"T3"
"PAN/PRI/PRD",1857,"T2"
"PAN/PRI/PRD",1858,"T2"
"PAN/PRI/PRD",1859,"T1"
"PAN/PRI/PRD",1860,"control"
"PAN/PRI/PRD",1861,"T2"
"PAN/PRI/PRD",1862,"T3"
"PAN/PRI/PRD",1863,"T2"
"PAN/PRI/PRD",1864,"control"
"PAN/PRI/PRD",1865,"control2"
"PAN/PRI/PRD",1866,"T3"
"PAN/PRI/PRD",1867,"T4"
"PAN/PRI/PRD",1868,"control"
"PAN/PRI/PRD",1869,"T4"
"PAN/PRI/PRD",1870,"T1"
"PAN/PRI/PRD",1871,"T4"
"PAN/PRI/PRD",1872,"control"
"PAN/PRI/PRD",1873,"control"
"PAN/PRI/PRD",1874,"T4"
"PAN/PRI/PRD",1875,"T3"
"PAN/PRI/PRD",1876,"control2"
"PAN/PRI/PRD",1877,"T2"
"PAN/PRI/PRD",1878,"T2"
"PAN/PRI/PRD",1879,"T1"
"PAN/PRI/PRD",1880,"T3"
"PAN/PRI/PRD",1881,"T3"
"PAN/PRI/PRD",1882,"T2"
"PAN/PRI/PRD",1883,"T1"
"PAN/PRI/PRD",1884,"T2"
"PAN/PRI/PRD",1885,"control2"
"PAN/PRI/PRD",1886,"T4"
"PAN/PRI/PRD",1887,"control"
"PAN/PRI/PRD",1888,"control"
"PAN/PRI/PRD",1889,"T3"
"PAN/PRI/PRD",1890,"T4"
"PAN/PRI/PRD",1891,"T4"
"PAN/PRI/PRD",1892,"control"
"PAN/PRI/PRD",1893,"T4"
"PAN/PRI/PRD",1894,"T3"
"PAN/PRI/PRD",1895,"T2"
"PAN/PRI/PRD",1896,"control2"
"PAN/PRI/PRD",1897,"control"
"PAN/PRI/PRD",1898,"T2"
"PAN/PRI/PRD",1899,"T3"
"PAN/PRI/PRD",1900,"T1"
"PAN/PRI/PRD",1901,"T3"
"PAN/PRI/PRD",1902,"T1"
"PAN/PRI/PRD",1903,"T2"
"PAN/PRI/PRD",1904,"control"
"PAN/PRI/PRD",1905,"T3"
"PAN/PRI/PRD",1906,"control"
"PAN/PRI/PRD",1907,"T4"
"PAN/PRI/PRD",1908,"T2"
"PAN/PRI/PRD",1909,"control2"
"PAN/PRI/PRD",1910,"T4"
"PAN/PRI/PRD",1911,"T3"
"PAN/PRI/PRD",1912,"T4"
"PAN/PRI/PRD",1913,"control"
"PAN/PRI/PRD",1914,"T2"
"PAN/PRI/PRD",1915,"T2"
"PAN/PRI/PRD",1916,"T4"
"PAN/PRI/PRD",1917,"control"
"PAN/PRI/PRD",1918,"T3"
"PAN/PRI/PRD",1919,"T1"
"PAN/PRI/PRD",1920,"control2"
"PAN/PRI/PRD",1921,"T4"
"PAN/PRI/PRD",1922,"control2"
"PAN/PRI/PRD",1923,"T3"
"PAN/PRI/PRD",1924,"T1"
"PAN/PRI/PRD",1925,"T3"
"PAN/PRI/PRD",1926,"T4"
"PAN/PRI/PRD",1927,"control"
"PAN/PRI/PRD",1928,"T2"
"PAN/PRI/PRD",1929,"control"
"PAN/PRI/PRD",1930,"T2"
"PAN/PRI/PRD",1931,"T3"
"PAN/PRI/PRD",1932,"control2"
"PAN/PRI/PRD",1933,"T1"
"PAN/PRI/PRD",1934,"T2"
"PAN/PRI/PRD",1935,"T4"
"PAN/PRI/PRD",1936,"control"
"PAN/PRI/PRD",1937,"T3"
"PAN/PRI/PRD",1938,"control"
"PAN/PRI/PRD",1939,"T4"
"PAN/PRI/PRD",1940,"T2"
"PAN/PRI/PRD",1941,"control"
"PAN/PRI/PRD",1942,"T3"
"PAN/PRI/PRD",1943,"T1"
"PAN/PRI/PRD",1944,"control2"
"PAN/PRI/PRD",1945,"T3"
"PAN/PRI/PRD",1946,"T2"
"PAN/PRI/PRD",1947,"T4"
"PAN/PRI/PRD",1948,"T4"
"PAN/PRI/PRD",1949,"T2"
"PAN/PRI/PRD",1950,"control"
"PAN/PRI/PRD",1951,"T3"
"PAN/PRI/PRD",1952,"T2"
"PAN/PRI/PRD",1953,"control2"
"PAN/PRI/PRD",1954,"T4"
"PAN/PRI/PRD",1955,"T4"
"PAN/PRI/PRD",1956,"control"
"PAN/PRI/PRD",1957,"control"
"PAN/PRI/PRD",1958,"T1"
"PAN/PRI/PRD",1959,"T3"
"PAN/PRI/PRD",1960,"T2"
"PAN/PRI/PRD",1961,"T2"
"PAN/PRI/PRD",1962,"control"
"PAN/PRI/PRD",1963,"T3"
"PAN/PRI/PRD",1964,"T2"
"PAN/PRI/PRD",1965,"T1"
"PAN/PRI/PRD",1966,"T4"
"PAN/PRI/PRD",1967,"control"
"PAN/PRI/PRD",1968,"T3"
"PAN/PRI/PRD",1969,"control2"
"PAN/PRI/PRD",1970,"T4"
"PAN/PRI/PRD",1971,"control"
"PAN/PRI/PRD",1972,"T4"
"PAN/PRI/PRD",1973,"T4"
"PAN/PRI/PRD",1974,"T3"
"PAN/PRI/PRD",1975,"T1"
"PAN/PRI/PRD",1976,"T2"
"PAN/PRI/PRD",1977,"T3"
"PAN/PRI/PRD",1978,"T2"
"PAN/PRI/PRD",1979,"control"
"PAN/PRI/PRD",1980,"control2"
"PAN/PRI/PRD",1981,"T3"
"PAN/PRI/PRD",1982,"T4"
"PAN/PRI/PRD",1983,"T2"
"PAN/PRI/PRD",1984,"T3"
"PAN/PRI/PRD",1985,"T4"
"PAN/PRI/PRD",1986,"control"
"PAN/PRI/PRD",1987,"control2"
"PAN/PRI/PRD",1988,"T2"
"PAN/PRI/PRD",1989,"T1"
"PAN/PRI/PRD",1990,"control"
"PAN/PRI/PRD",1991,"T2"
"PAN/PRI/PRD",1992,"T4"
"PAN/PRI/PRD",1993,"T3"
"PAN/PRI/PRD",1994,"T2"
"PAN/PRI/PRD",1995,"control"
"PAN/PRI/PRD",1996,"control"
"PAN/PRI/PRD",1997,"control2"
"PAN/PRI/PRD",1998,"T1"
"PAN/PRI/PRD",1999,"T3"
"PAN/PRI/PRD",2000,"T4"
"MC",1,"T2"
"MC",2,"T4"
"MC",3,"control2"
"MC",4,"T3"
"MC",5,"T2"
"MC",6,"T1"
"MC",7,"control"
"MC",8,"T3"
"MC",9,"control"
"MC",10,"T4"
"MC",11,"T3"
"MC",12,"T1"
"MC",13,"control"
"MC",14,"T2"
"MC",15,"T4"
"MC",16,"T2"
"MC",17,"control"
"MC",18,"T4"
"MC",19,"T3"
"MC",20,"control2"
"MC",21,"T4"
"MC",22,"T2"
"MC",23,"control2"
"MC",24,"T1"
"MC",25,"T4"
"MC",26,"T2"
"MC",27,"T3"
"MC",28,"control"
"MC",29,"T3"
"MC",30,"control"
"MC",31,"T2"
"MC",32,"T1"
"MC",33,"control2"
"MC",34,"control"
"MC",35,"T3"
"MC",36,"control"
"MC",37,"T2"
"MC",38,"T4"
"MC",39,"T3"
"MC",40,"T4"
"MC",41,"control"
"MC",42,"T1"
"MC",43,"control2"
"MC",44,"T3"
"MC",45,"T2"
"MC",46,"T3"
"MC",47,"T4"
"MC",48,"T4"
"MC",49,"control"
"MC",50,"T2"
"MC",51,"T1"
"MC",52,"control"
"MC",53,"control2"
"MC",54,"T4"
"MC",55,"T2"
"MC",56,"T4"
"MC",57,"T2"
"MC",58,"control"
"MC",59,"T3"
"MC",60,"T3"
